Taxon,L,T,K,F,R,N,,FZ,S
Setaria verticilliformis,8,8,7,4,7,7,,,1
Setaria viridis,8,6,i,5,6,7,,~,1
Setaria viridis var. viridis,8,6,i,5,6,7,,~,1
Setaria viridis var.major,8,7,i,5,5,7,,~,1
Sherardia arvensis,7,6,4,4,7,6,,,1
Sibbaldia procumbens,8,2,6,7,2,4,,,0
Sicyos angulatus,8,8,3,6,6,5,,,0
Sida spinosa,8,8,2,3,5,7,,,0
Sideritis montana,9,8,6,2,8,3,,,0
Sigesbeckia serrata,7,6,3,6,8,8,,,0
Silaum silaus,7,6,3,6,7,4,,~,2
Silene acaulis,9,2,i,4,i,1,,,0
Silene acaulis subsp. exscapa,9,1,6,4,2,1,,,0
Silene acaulis subsp. longiscapa,9,2,3,4,8,1,,,0
Silene baccifera,6,6,6,7,7,7,,=,0
Silene bupleuroides subsp. bupleuroides,9,8,7,2,8,2,,,0
Silene conica,9,7,6,2,6,2,,,1
Silene conoidea,9,8,5,2,6,5,,,0
Silene cretica,8,9,5,3,6,4,,,0
Silene csereii,9,6,6,4,7,3,,,1
Silene dichotoma,7,7,8,4,7,6,,,0
Silene dioica,5,4,4,6,7,7,,,0
Silene flavescens,9,8,7,1,9,1,,,0
Silene gallica,8,7,4,4,6,4,,~,0
Silene italica subsp. italica,5,8,5,3,7,3,,,0
Silene latifolia,8,6,i,4,7,6,,,0
Silene latifolia subsp. alba,8,6,i,4,7,7,,,0
Silene latifolia subsp. latifolia,8,8,4,4,8,4,,,0
Silene linicola,8,7,4,4,6,5,,,0
Silene multiflora,8,8,6,4,8,3,,,2
Silene muscipula,8,8,4,3,6,5,,,0
Silene nemoralis,7,6,6,3,8,3,,,0
Silene noctiflora,7,6,5,4,8,6,,~,0
Silene nutans,6,i,i,3,i,3,,,0
Silene nutans subsp. insubrica,7,5,7,4,7,3,,,0
Silene nutans subsp. nutans,6,i,i,3,i,3,,,0
Silene otites,9,7,6,2,7,2,,,0
Silene otites subsp. hungarica,9,7,7,1,7,2,,,0
Silene otites subsp. otites,9,7,6,2,7,2,,,0
Silene pendula,7,8,5,3,4,4,,,0
Silene saxifraga,8,4,5,2,8,2,,,0
Silene viridiflora,6,7,5,4,7,4,,,0
Silene viscosa,9,7,8,3,6,2,,,4
Silene vulgaris,8,i,i,4,i,3,,,1
Silene vulgaris subsp. antelopum,7,4,5,4,5,4,,,0
Silene vulgaris subsp. glareosa,9,2,6,5,8,2,,,0
Silene vulgaris subsp. vulgaris,7,i,i,4,6,3,,,1
Siler montanum,6,6,4,3,8,2,,,0
Silphiodaucus prutenicum,6,6,6,6,6,3,,~,0
Silphium perfoliatum,6,7,5,7,6,6,,,0
Silybum marianum,9,9,i,3,6,7,,,1
Sinacalia tangutica,8,5,4,6,7,7,,,0
Sinapis alba,8,7,i,4,7,6,,,0
Sinapis alba subsp. alba,8,7,i,4,7,6,,,0
Sinapis alba subsp. dissecta,8,7,i,3,7,6,,,0
Sinapis arvensis,8,5,i,5,7,6,,,0
Sisymbrium altissimum,8,7,7,3,7,5,,,0
Sisymbrium austriacum,7,6,4,4,8,7,,,0
Sisymbrium irio,8,8,4,3,7,6,,,0
Sisymbrium loeselii,8,7,7,3,7,5,,,0
Sisymbrium officinale,8,6,i,4,7,7,,~,1
Sisymbrium orientale,8,7,7,4,7,6,,,0
Sisymbrium pallescens,8,8,3,3,8,8,,,0
Sisymbrium strictissimum,6,6,6,6,7,6,,,0
Sisymbrium volgense,8,6,9,3,7,6,,,1
Sisyrinchium montanum,7,5,6,8,6,3,,~,0
Sium latifolium,7,7,4,10,7,7,,,0
Sixalix atropurpurea,7,8,5,3,6,4,,,0
Smyrnium perfoliatum,5,9,6,4,8,7,,,0
Solanum carolinense,8,7,3,3,7,8,,,0
Solanum dulcamara,6,5,i,8,6,8,,~,1
Solanum lycopersicum,7,6,i,6,6,8,,,1
Solanum melongena,8,8,i,4,7,7,,,0
Solanum nigrum,7,6,i,5,6,8,,,1
Solanum nigrum subsp. nigrum,7,6,i,5,7,8,,,0
Solanum nigrum subsp. schultesii,8,8,i,4,5,7,,,1
Solanum nitidibaccatum,8,8,4,4,5,7,,,0
Solanum pimpinellifolium,8,8,i,5,6,8,,,0
Solanum pseudocapsicum,8,8,3,4,8,6,,,0
Solanum rostratum,9,8,4,3,6,6,,,0
Solanum triflorum,9,7,1,6,8,7,,,6
Solanum tuberosum,8,7,1,5,6,7,,,0
Solanum villosum,8,7,4,5,6,7,,,1
Solanum villosum subsp. alatum,7,7,4,5,6,8,,,0
Solanum villosum subsp. villosum,8,7,3,5,6,7,,,1
Soldanella alpina,8,2,4,7,7,4,,,0
Soldanella austriaca,8,2,5,7,9,3,,,0
Soldanella major,4,3,4,6,3,3,,,0
Soldanella minima,9,2,5,7,9,3,,,0
Soldanella montana,4,4,5,6,3,3,,,0
Soldanella pusilla,9,1,6,7,4,3,,,0
Soleirolia solerolii,6,9,2,6,6,6,,,0
Solidago canadensis,8,6,i,5,7,6,,,0
Solidago gigantea,7,6,i,6,6,7,,,0
Solidago rugosa,5,6,3,6,5,5,,,0
Solidago virgaurea,5,i,i,5,i,4,,,0
Solidago virgaurea subsp. minuta,7,3,i,5,i,3,,,0
Solidago virgaurea subsp. virgaurea,5,5,i,5,i,4,,,0
Sonchus arvensis,7,5,i,5,7,7,,~,1
Sonchus arvensis subsp. arvensis,7,5,i,5,7,7,,~,1
Sonchus arvensis subsp. uliginosus,8,6,4,7,7,7,,~,3
Sonchus asper subsp. asper,7,5,i,5,7,7,,,1
Sonchus oleraceus,7,6,4,5,7,8,,,0
Sonchus palustris,7,7,7,8,7,7,,~,2
Sophora japonica,7,8,3,5,5,5,,,0
Sorbaria kirilowii,5,5,7,5,5,7,,,0
Sorbaria sorbifolia,7,6,6,6,5,6,,,0
Sorbaria tomentosa,8,6,4,5,5,4,,,0
Sorbus algoviensis,5,3,3,5,7,5,,,0
Sorbus aria,6,5,3,3,7,3,,,0
Sorbus aucuparia,6,5,i,5,4,4,,,0
Sorbus aucuparia subsp. aucuparia,6,5,i,5,4,4,,,0
Sorbus aucuparia subsp. glabrata,6,3,4,5,4,4,,,0
Sorbus austriaca,6,5,5,3,7,3,,,0
Sorbus chamaemespilus,7,3,4,4,8,3,,,0
Sorbus collina,7,6,5,4,7,4,,,0
Sorbus cucullifera,7,6,5,3,5,3,,,0
Sorbus danubialis,7,6,6,3,8,3,,,0
Sorbus doerriana,6,3,3,5,7,3,,,0
Sorbus hardeggensis,7,6,5,3,6,3,,,0
Sorbus intermedia s. lat. ,6,5,6,4,7,4,,,0
Sorbus latifolia agg.,6,7,6,4,7,4,,,0
Sorbus mougeotii,7,4,4,3,6,3,,,0
Sorbus thayensis,7,6,5,3,5,3,,,0
Sorbus torminalis,4,7,4,4,6,4,,,0
Sorghum bicolor,9,8,3,4,7,7,,,0
Sorghum halepense,8,7,7,6,7,7,,~,1
Sorghum sudanense,8,8,i,7,8,7,,,0
Sparganium angustifolium,7,3,i,11,3,1,,,0
Sparganium emersum,7,6,i,11,6,7,,,1
Sparganium erectum,7,6,i,10,i,7,,,1
Sparganium erectum subsp. erectum,7,6,i,10,7,7,,,1
Sparganium erectum subsp. microcarpum,7,5,i,10,4,7,,,1
Sparganium erectum subsp. neglectum,7,6,3,10,5,7,,,1
Sparganium erectum subsp. oocarpum,7,7,5,10,5,7,,,1
Sparganium natans,8,5,i,11,5,3,,,0
Spartium junceum,8,8,4,4,6,4,,,0
Spergula arvensis,8,5,i,5,3,6,,,0
Spergula morisonii,9,7,5,2,2,1,,,0
Spergula pentandra,9,6,i,2,4,2,,,0
Spergularia echinosperma subsp. albensis,8,6,4,8,6,7,,=,0
Spergularia kurkae,8,6,3,8,5,5,,=,0
Spergularia marina,8,6,9,7,8,5,,~,9
Spergularia media,8,7,8,7,8,5,,~,8
Spergularia rubra,8,5,i,5,4,4,,~,1
Spinacia oleracea,9,7,4,5,6,8,,,0
Spiraea alba,6,7,5,6,5,6,,,0
Spiraea billardii,7,5,6,7,7,5,,,0
Spiraea chamaedryfolia,6,6,7,4,7,5,,,0
Spiraea decumbens subsp. decumbens,5,5,6,3,9,2,,,0
Spiraea douglasii,5,7,5,6,5,7,,,0
Spiraea japonica,5,6,3,6,4,5,,,0
Spiraea media,8,6,7,3,8,3,,,0
Spiraea salicifolia,7,6,6,8,6,6,,~,0
Spiraea thunbergii,7,7,3,5,5,5,,,0
Spiranthes aestivalis,9,6,4,8,9,2,,~,0
Spiranthes spiralis,8,6,3,5,i,3,,~,1
Spirodela polyrhiza,7,6,i,11,6,7,,,1
Sporobolus aculeatus,9,8,8,7,8,6,,=,9
Sporobolus alopecuroides,9,8,6,6,7,7,,~,6
Sporobolus indicus,7,9,3,3,6,5,,,1
Sporobolus neglectus,9,6,5,4,7,5,,,1
Sporobolus schoenoides,9,8,7,7,7,7,,~,8
Sporobolus vaginiflorus,9,6,5,4,7,5,,,1
Stachys alpina,7,4,4,5,7,7,,,0
Stachys annua,8,6,6,3,8,5,,,0
Stachys arvensis,8,6,3,5,3,6,,~,0
Stachys byzantina,8,8,6,3,8,6,,,0
Stachys germanica,8,7,6,3,8,5,,,0
Stachys palustris,7,6,i,7,7,6,,~,1
Stachys recta,7,7,6,2,8,2,,,0
Stachys recta subsp. labiosa,7,6,5,2,9,2,,,0
Stachys recta subsp. recta,7,6,6,3,8,2,,,0
Stachys recta subsp. subcrenata,7,7,6,3,8,2,,,0
Stachys sylvatica,4,5,i,7,6,7,,~,0
Staphylea pinnata,6,7,6,5,8,5,,~,0
Stellaria alsine,6,4,i,8,4,4,,~,0
Stellaria apetala,8,7,i,3,7,6,,,1
Stellaria aquatica,7,6,i,8,7,8,,=,1
Stellaria glochidisperma,4,6,4,7,6,7,,,0
Stellaria graminea,7,5,i,5,5,4,,~,1
Stellaria longifolia,5,4,7,6,2,3,,,0
Stellaria media,7,5,5,5,7,8,,,1
Stellaria neglecta,6,7,i,6,6,8,,~,1
Stellaria nemorum,4,5,6,7,6,7,,,0
Stellaria palustris,6,6,6,8,5,4,,~,0
Stellaria ruderalis,7,6,i,5,7,8,,,1
Stenotaphrum secundatum,9,9,3,2,8,3,,,0
Stephanandra incisa,3,8,3,5,5,5,,,0
Stipa borysthenica,9,7,8,1,7,1,,,0
Stipa capillata,9,7,8,2,8,2,,,0
Stipa dasyphylla,9,7,8,2,7,2,,,0
Stipa epilosa,9,6,8,1,7,1,,,0
Stipa eriocaulis,9,6,6,1,8,1,,,0
Stipa eriocaulis subsp. austriaca,9,6,6,1,8,1,,,0
Stipa eriocaulis subsp. eriocaulis,9,7,7,1,9,1,,,0
Stipa pennata,8,7,7,2,7,2,,,0
Stipa pulcherrima,9,7,7,2,8,2,,,0
Stipa styriaca,9,6,7,2,7,3,,,0
Stipa tirsa,8,7,7,3,7,3,,,0
Stratiotes aloides,7,7,6,11,8,6,,,1
Streptopus amplexifolius,5,3,i,6,6,6,,,0
Struthiopteris spicant,3,4,3,6,2,3,,,0
Stuckenia filiformis,7,4,7,12,5,3,,,1
Stuckenia pectinatus,6,6,i,12,8,7,,,1
Stuckenia pectinatus subsp. helveticus,6,7,6,12,8,6,,,2
Stuckenia pectinatus subsp. pectinatus,6,6,i,12,8,7,,,1
Suaeda pannonica,9,8,8,8,8,7,,=,8
Suaeda prostrata,9,8,9,8,7,7,,=,9
Succisa pratensis,7,5,i,7,i,3,,~,0
Succisella inflexa,8,7,6,8,6,3,,~,0
Swertia perennis,8,4,5,9,6,3,,~,0
Symphoricarpos albus subsp. laevigatus,5,6,i,6,6,7,,,0
Symphoricarpos x chenaultii,5,7,3,5,5,5,,,0
Symphotrichum laeve,7,7,7,6,7,7,,,0
Symphotrichum lanceolatum,7,6,6,6,7,8,,=,1
Symphotrichum novae-angliae,7,6,6,6,7,8,,=,5
Symphotrichum novi-belgii,8,6,4,5,7,8,,~,1
Symphotrichum parviflorum,6,6,5,4,5,7,,,0
Symphotrichum tradescantii,7,6,2,7,8,8,,=,0
Symphotrichum x salignum,6,6,5,6,7,8,,=,1
Symphotrichum x versicolor,6,7,4,6,7,7,,=,0
Symphytum asperum,8,6,7,5,7,8,,,0
Symphytum bulbosum,5,7,6,5,6,6,,,0
Symphytum caucasicum,6,4,6,5,4,4,,,0
Symphytum ibericum,6,7,3,4,4,7,,,0
Symphytum officinale,7,6,i,7,7,8,,~,1
Symphytum orientale,7,6,6,6,7,7,,,0
Symphytum tanaicense,7,7,8,7,6,7,,~,0
Symphytum tuberosum,4,6,i,5,7,6,,,0
Symphytum x uplandicum,7,7,3,6,5,7,,~,0
Syringa vulgaris,7,7,7,4,7,5,,,0
Syringa x persica,7,6,4,5,6,6,,,0
Tagetes minuta,8,7,4,4,6,6,,,0
Tagetes patula,8,7,2,5,5,5,,,0
Tamarix parviflora,8,8,2,7,7,5,,,1
Tamarix ramosissima,9,9,1,7,7,6,,,3
Tanacetum balsamita,8,8,6,5,5,6,,,0
Tanacetum corymbosum,6,i,6,3,i,3,,,0
Tanacetum corymbosum subsp. corymbosum,6,7,6,3,i,3,,,0
Tanacetum corymbosum subsp. subcorymbosum,6,4,5,4,8,4,,,0
Tanacetum macrophyllum,6,5,6,6,6,7,,,0
Tanacetum parthenium,7,6,4,5,6,7,,,1
Tanacetum vulgare,8,6,i,5,7,6,,,1
Taraxacum bessarabicum,9,7,8,6,8,5,,~,8
Taraxacum fascicans-Gruppe,7,6,4,7,5,4,,,1
Taraxacum nordstedtii,7,6,4,7,5,4,,,0
Taraxacum pacheri,9,1,4,7,7,3,,,0
Taraxacum peralatum,8,3,6,7,5,5,,,0
Taraxacum reichenbachii,9,1,6,4,3,3,,,0
Taraxacum rhaeticum-Gruppe,7,4,4,6,6,6,,,0
Taraxacum schroeterianum,8,2,4,9,5,4,,,0
Taraxacum Sect. Alpina,8,2,3,6,i,6,,,0
Taraxacum Sect. Arctica,9,1,6,4,3,3,,,0
Taraxacum Sect. Borealia,9,1,5,5,5,4,,,0
Taraxacum Sect. Celtica,7,6,4,7,5,4,,,0
Taraxacum Sect. Crocea,8,3,6,9,6,5,,,0
Taraxacum Sect. Cucullata,8,2,6,6,5,4,,~,0
Taraxacum Sect. Dioszegia,9,8,7,3,8,3,,,0
Taraxacum Sect. Erythrocarpa,9,5,7,3,8,3,,,0
Taraxacum Sect. Erythrosperma,8,6,i,3,i,3,,,0
Taraxacum Sect. Hamata,7,5,4,7,5,6,,,0
Taraxacum Sect. Obliqua,9,5,7,3,8,3,,,0
Taraxacum Sect. Pachera,9,1,4,7,7,3,,,0
Taraxacum Sect. Palustria,8,i,i,8,8,4,,~,2
Taraxacum Sect. Piesis,9,7,8,6,8,5,,~,8
Taraxacum Sect. Rhodocarpa,7,3,4,6,6,6,,,0
Taraxacum Sect. Taraxacum,8,i,5,5,5,8,,,1
Taraxacum serotinum,9,8,7,2,8,3,,,0
Taxodium distichum,8,5,5,9,5,5,,~,0
Taxus baccata,4,5,4,5,7,4,,,0
Teesdalia nudicaulis,9,6,4,3,2,1,,,0
Telekia speciosa,7,5,6,7,7,7,,,0
Teloxys aristata,9,7,6,3,8,4,,,0
Tephroseris crispa,6,4,5,8,6,6,,=,0
Tephroseris helenitis subsp. helenitis,8,6,3,7,7,2,,~,0
Tephroseris helenitis subsp. helenitis var. helenitis,8,6,3,7,7,2,,~,0
Tephroseris helenitis subsp. helenitis var. salisburgensis,8,6,5,8,7,2,,~,0
Tephroseris integrifolia,7,i,i,4,7,3,,~,0
Tephroseris integrifolia subsp. aurantiaca,8,6,4,4,8,3,,~,0
Tephroseris integrifolia subsp. capitata,8,2,6,4,7,3,,,0
Tephroseris integrifolia subsp. integrifolia,7,7,7,3,7,3,,~,0
Tephroseris integrifolia subsp. serpentini,7,6,7,3,7,2,,,0
Tephroseris longifolia,7,4,6,5,7,6,,,0
Tephroseris longifolia subsp. gaudinii,7,3,6,6,8,6,,,0
Tephroseris longifolia subsp. longifolia,7,4,6,5,7,5,,,0
Tephroseris longifolia subsp. pseudocrispa,7,4,6,5,7,6,,,0
Tetragonia tetragonoides,9,9,3,5,5,7,,,3
Teucrium botrys,9,7,4,2,8,2,,,0
Teucrium chamaedrys,7,6,6,3,7,3,,~,0
Teucrium hircanicum,8,7,4,4,7,5,,,0
Teucrium montanum,8,i,5,1,8,1,,,0
Teucrium scordium,7,7,6,8,8,4,,~,2
Teucrium scorodonia subsp. scorodonia,6,6,2,4,3,3,,,0
Thalictrum alpinum,9,2,6,6,7,2,,~,0
Thalictrum aquilegiifolium,5,4,5,6,7,6,,~,0
Thalictrum flavum,7,7,i,8,8,5,,~,1
Thalictrum foetidum,8,4,8,2,8,2,,,0
Thalictrum lucidum,7,6,6,7,7,5,,~,1
Thalictrum minus,7,i,i,2,8,3,,,0
Thalictrum minus subsp. majus,7,6,7,1,9,3,,,0
Thalictrum minus subsp. minus,7,7,7,2,8,3,,,0
Thalictrum minus subsp. pratense,7,5,5,2,6,3,,,0
Thalictrum minus subsp. saxatile,7,5,5,1,8,3,,,0
Thalictrum simplex,8,6,6,7,8,4,,~,0
Thalictrum simplex subsp. galioides,8,7,6,7,8,3,,~,0
Thalictrum simplex subsp. simplex,8,5,7,6,7,4,,~,0
Thalictrum simplex subsp. tenuifolium,8,6,6,5,8,4,,~,0
Thelypteris palustris,5,6,i,8,5,3,,~,0
Thesium alpinum,7,3,5,4,7,2,,,0
Thesium bavarum,7,6,4,3,8,3,,~,0
Thesium dollineri,8,7,6,3,8,3,,,0
Thesium ebracteatum,8,7,7,6,5,2,,~,0
Thesium linophyllon,8,7,5,3,8,2,,~,0
Thesium pyrenaicum,8,4,5,3,i,2,,,0
Thesium pyrenaicum subsp. grandiflorum,8,3,6,3,4,2,,,0
Thesium pyrenaicum subsp. pyrenaicum,8,4,4,3,7,3,,,0
Thesium ramosum,8,7,6,3,8,2,,~,0
Thesium rostratum,6,5,5,3,9,2,,~,0
Thladiantha dubia,7,7,5,5,5,6,,,0
Thlaspi arvense,8,5,i,5,7,7,,,0
Thuja occidentalis,7,6,3,6,5,4,,~,0
Thuja plicata,5,6,3,5,5,3,,,0
Thymelaea passerina,9,7,7,3,7,4,,~,0
Thymus drucei,7,4,3,4,5,4,,,0
Thymus longicaulis,7,7,3,4,7,3,,,0
Thymus odoratissimus,8,7,7,2,7,2,,,0
Thymus pannonicus,8,7,8,2,8,2,,,0
Thymus pannonicus agg.,8,7,7,2,7,2,,,0
Thymus praecox,8,i,6,2,7,1,,,0
Thymus praecox subsp. polytrichus,8,3,6,3,7,2,,,0
Thymus praecox subsp. praecox,8,6,6,2,8,1,,,0
Thymus praecox subsp. widderi,8,7,7,2,8,1,,,0
Thymus pulegioides,8,6,4,3,i,3,,,0
Thymus pulegioides subsp. carniolicus,8,7,3,2,8,2,,,0
Thymus pulegioides subsp. montanus,8,6,4,4,6,3,,,0
Thymus pulegioides subsp. pulegioides,8,5,4,3,i,3,,,0
Thymus serpyllum,8,7,5,2,3,1,,,0
Thymus vulgaris,8,8,5,1,7,3,,,0
Thymus x citriodorus,8,7,4,4,5,2,,,0
Tilia cordata,5,6,5,5,i,5,,~,0
Tilia platyphyllos,4,6,5,5,7,6,,,0
Tilia tomentosa,4,7,7,5,7,6,,~,0
Tilia vulgaris,7,6,5,5,5,5,,,0
Tofieldia calyculata,8,4,5,8,8,2,,~,0
Tofieldia pusilla,9,2,6,8,7,1,,,0
Tolmiea menziesii,3,6,2,6,7,7,,,0
Tordylium maximum,7,8,i,3,7,5,,,0
Torilis arvensis,7,7,i,4,7,6,,,1
Torilis arvensis subsp. arvensis,7,7,i,4,7,6,,,1
Torilis arvensis subsp. neglecta,7,8,5,3,7,7,,,1
Torilis arvensis subsp. recta,8,7,3,2,8,7,,,0
Torilis japonica,6,6,i,5,7,7,,,1
Torilis nodosa,8,7,i,4,7,6,,,1
Tozzia alpina subsp. alpina,5,3,4,6,7,6,,,0
Trachystemon orientale,3,7,5,6,5,3,,,0
Tradescantia virginiana,7,8,3,6,5,6,,,0
Tradescantia x andersoniana,7,8,3,5,7,7,,,0
Tragopogon dubius,8,7,7,3,7,5,,,1
Tragopogon minor,7,5,2,4,6,6,,,0
Tragopogon orientalis,8,6,6,5,7,7,,,0
Tragopogon porrifolius,8,8,5,4,7,5,,,0
Tragopogon pratensis,8,6,4,5,7,6,,,0
Tragus racemosus,9,8,i,2,7,4,,,1
Trapa natans,8,7,6,11,6,7,,,0
Traunsteinera globosa,7,4,4,5,8,3,,,0
Tribulus terrestris,9,9,9,3,7,5,,,1
Trichophorum alpinum,9,4,6,9,2,2,,=,0
Trichophorum cespitosum,8,4,i,9,1,1,,~,0
Trientalis europaea,6,4,6,6,3,3,,,0
Trifolium alexandrinum,8,7,i,4,5,5,,~,0
Trifolium alpestre,7,6,5,3,7,3,,~,0
Trifolium alpinum,8,2,3,4,2,2,,,0
Trifolium angulatum,8,8,6,4,6,2,,~,4
Trifolium arvense subsp. arvense,8,6,i,3,4,1,,~,1
Trifolium aureum,7,5,5,4,4,3,,,0
Trifolium badium,8,3,4,6,7,5,,,0
Trifolium campestre,8,6,i,4,7,4,,~,1
Trifolium dubium,7,6,4,5,6,5,,~,1
Trifolium echinatum,8,8,6,3,4,2,,,0
Trifolium fragiferum,8,6,i,7,7,7,,~,5
Trifolium fragiferum var. bonannii,8,6,i,7,8,7,,~,5
Trifolium fragiferum var. fragiferum,8,6,i,7,7,7,,~,5
Trifolium hybridum,7,6,5,6,i,6,,~,1
Trifolium hybridum subsp. elegans,7,7,5,4,3,5,,,0
Trifolium hybridum subsp. hybridum,7,6,5,6,7,7,,~,1
Trifolium incarnatum,8,6,i,i,i,i,,,1
Trifolium incarnatum subsp. incarnatum,8,6,i,5,6,6,,,1
Trifolium incarnatum subsp. molineri,8,8,i,2,3,3,,,0
Trifolium medium,7,6,i,4,6,4,,,0
Trifolium medium subsp. banaticum,7,6,5,4,6,4,,,0
Trifolium medium subsp. medium,7,6,i,4,6,4,,,0
Trifolium micranthum,9,6,4,7,7,4,,~,4
Trifolium montanum,7,i,5,3,8,3,,~,0
Trifolium mutabile,8,8,4,4,5,3,,,0
Trifolium nigrescens,8,7,4,2,5,5,,,1
Trifolium noricum,8,2,5,4,7,4,,,0
Trifolium ochroleucon,8,6,5,4,7,3,,~,0
Trifolium pallescens,8,2,6,5,5,4,,,0
Trifolium pannonicum,8,7,i,3,7,4,,,0
Trifolium patens,8,7,i,6,7,6,,~,1
Trifolium pratense,7,i,i,5,7,6,,,1
Trifolium pratense subsp. americanum,7,5,i,5,7,6,,,1
Trifolium pratense subsp. nivale,8,2,4,5,6,4,,,0
Trifolium pratense subsp. pratense,7,5,i,5,6,6,,,1
Trifolium pratense subsp. sativum,7,5,i,5,7,6,,,1
Trifolium repens,8,i,i,i,6,6,,,1
Trifolium repens subsp. prostratum,8,8,6,2,7,7,,,0
Trifolium repens subsp. repens ,8,i,i,6,6,6,,~,1
Trifolium resupinatum,8,7,i,6,7,6,,~,2
Trifolium retusum,8,7,6,3,7,3,,,1
Trifolium rubens,7,6,5,3,8,3,,,0
Trifolium saxatile,9,2,7,3,4,2,,=,0
Trifolium spadiceum,8,4,5,7,3,3,,~,0
Trifolium squarrosum,9,8,4,3,3,3,,,0
Trifolium stellatum,9,9,5,3,6,5,,,1
Trifolium striatum,8,7,4,3,4,2,,~,1
Trifolium suaveolens,8,7,3,6,6,7,,~,1
Trifolium subterraneum,9,9,3,1,6,4,,,2
Trifolium thalii,8,2,3,6,8,5,,,0
Triglochin maritima,8,7,7,8,8,4,,~,8
Triglochin palustris,8,5,i,9,7,2,,~,3
Trigonella caerulea,7,8,7,4,7,5,,,1
Trigonella foenum-graecum,8,9,4,3,7,5,,,1
Trigonella procumbens,8,8,6,4,7,4,,,1
Trinia glauca subsp. glauca,9,8,5,2,8,2,,,0
Trinia kitaibelii,9,8,7,2,8,2,,,2
Tripleurospermum inodorum,8,6,i,5,6,7,,,1
Tripleurospermum tenuifolium,8,6,5,4,6,6,,,0
Tripolium pannonicum subsp.pannonicum,8,7,8,6,7,4,,=,8
Trisetaria alpestris,8,3,6,3,8,3,,,0
Trisetaria argentea,9,3,4,4,9,2,,,0
Trisetaria cristata,9,8,6,2,8,3,,,1
Trisetaria distichophylla,9,2,5,5,9,3,,,0
Trisetaria flavescens,7,i,i,5,6,i,,,0
Trisetaria flavescens var. flavescens,7,i,i,5,6,i,,,0
Trisetaria flavescens var. purpurascens,8,3,5,5,7,5,,,0
Trisetaria panicea,8,8,4,5,8,5,,,0
Triticum aestivum,9,7,7,4,6,6,,,0
Triticum aestivum subsp. aestivum,9,7,7,4,6,6,,,0
Triticum aestivum subsp. compactum,8,7,7,4,5,5,,,0
Triticum cylindricum,9,9,7,2,6,4,,,0
Triticum dicoccon,9,8,7,4,7,5,,,0
Triticum durum,9,8,7,3,8,5,,,0
Triticum monococcum,8,7,6,4,6,4,,,0
Triticum polonicum,9,7,8,4,7,5,,,0
Triticum spelta,8,7,7,4,6,5,,,0
Triticum turgidum,9,8,7,4,7,6,,,0
Trollius europaeus,8,i,5,7,7,5,,~,0
Tropaeolum majus,7,9,2,5,6,7,,,0
Tsuga heterophylla,6,6,3,6,3,4,,,0
Tulipa gesneriana,7,6,6,4,7,6,,,0
Tulipa sylvestris,6,7,6,4,7,5,,~,0
Turgenia latifolia,8,7,i,3,9,3,,,0
Turritis glabra,6,6,6,3,7,5,,,0
Tussilago farfara,7,i,i,6,7,6,,~,0
Typha angustifolia,8,7,i,10,7,7,,,1
Typha latifolia,8,6,i,10,7,8,,,1
Typha laxmannii,8,7,7,10,8,7,,,1
Typha minima,8,6,7,9,8,2,,=,0
Typha shuttleworthii,8,6,5,10,7,4,,,1
Ulex europaeus,7,6,1,5,3,3,,,0
Ulmus glabra,5,5,3,6,7,6,,,0
Ulmus laevis,5,7,5,8,7,7,,=,0
Ulmus minor,6,7,6,i,7,i,,~,1
Ulmus minor subsp. canescens,6,8,6,4,8,6,,~,1
Ulmus minor subsp. minor,6,7,5,i,7,i,,~,1
Ulmus pumila,5,7,6,4,6,5,,,4
Ulmus x hollandica,6,6,5,5,7,7,,,0
Urospermum picroides,9,9,5,2,7,6,,,2
Urtica dioica,i,i,i,6,6,9,,~,1
Urtica dioica subsp. dioica,i,i,i,6,6,9,,~,1
Urtica dioica subsp. subinermis,4,6,6,7,6,8,,~,0
Urtica kioviensis,7,7,7,9,7,8,,=,1
Urtica pilulifera,8,8,5,4,8,8,,,0
Urtica urens,7,6,i,5,7,8,,,2
Utricularia australis,8,6,4,12,5,5,,,0
Utricularia bremii,8,6,5,12,4,2,,,0
Utricularia intermedia,8,6,i,12,5,1,,,0
Utricularia minor,8,5,i,12,5,2,,,0
Utricularia ochroleuca,8,6,5,12,3,1,,,0
Utricularia stygia,8,5,5,12,3,2,,,0
Utricularia vulgaris,8,7,i,12,6,5,,,0
Vaccinium macrocarpon,7,5,5,8,1,3,,,0
Vaccinium microcarpum,8,4,7,9,1,1,,,0
Vaccinium myrtillus,i,i,i,i,2,3,,,0
Vaccinium oxycoccos,7,5,i,9,1,1,,,0
Vaccinium uliginosum,7,i,i,i,2,2,,,0
Vaccinium uliginosum subsp. microphyllum,8,2,i,5,3,2,,,0
Vaccinium uliginosum subsp. uliginosum,6,4,6,8,1,2,,,0
Vaccinium vitis-idaea,6,5,i,i,2,1,,,0
Valeriana celtica subsp. celtica,9,2,6,4,2,2,,,0
Valeriana dioica,7,i,3,8,6,3,,,1
Valeriana elongata,7,2,5,4,9,1,,,0
Valeriana montana,8,2,3,5,8,3,,,0
Valeriana officinalis,7,i,i,i,6,6,,~,1
Valeriana officinalis subsp. angustifolia,7,i,6,4,7,4,,,1
Valeriana officinalis subsp. excelsa,6,5,3,8,6,7,,=,0
